mineral name,chemistry,Al,B,Ca,Cr,K,Li,Mg,Mn,Na,Ni,O,Sc,Si,V,Fe2+,Fe3+,Zn,Ti4+,Ti3+,sum,a,b,c,β,volume,P,T,crystal system,space group,citation text,notes
Aegirine,Na1.00(Fe3+0.97Al0.02Cr0.01)Σ=1Si2.00O6,0.02,0,0,0.01,0,0,0,0,1,0,6,0,2,0,0,0.97,0,0,0,10,9.64,8.779,5.2873,107.33,427.149,,,monoclinic,C2/c,R061093,"Locality: Lacotal Breccia, Alto Chapere, Cochabamba, Bolivia"
Aegirine,Na1.00(Fe3+0.91Al0.07Mg0.01Ti0.01)Σ=1Si2.00O6,0.07,0,0,0,0,0,0.01,0,1,0,6,0,2,0,0,0.91,0,0.01,0,10,9.369,8.78,5.294,107.42,415.51,,,monoclinic,C2/c,R070125,"Locality: Ice River Alkaline Complex, Golden, British Columbia, Canada"
Kosmochlor,Na1.00(Cr0.99Fe3+0.01)Si2.00O6,0,0,0,0.99,0,0,0,0,1,0,6,0,2,0,0,0.01,0,0,0,10,9.572,8.7094,5.2678,107.498,418.836,,,monoclinic,C2/c,R120015,Locality: Synthetic
Jadeite,Na1.00Al1.00(Si0.99Al0.01)2O6,1.02,0,0,0,0,0,0,0,1,0,6,0,1.98,0,0,0,0,0,0,10,9.4257,8.5684,5.2255,107.565,402.351,,,monoclinic,C2/c,R050220,"Locality: Clear Creek, San Benito County, California, USA"
Jadeite,Na1.00(Al0.86Cr0.09Fe3+0.05)Σ=1Si2.00O6,0.86,0,0,0.09,0,0,0,0,1,0,6,0,2,0,0,0.05,0,0,0,10,9.463,8.606,5.245,107.57,407.219,,,monoclinic,C2/c,R070117,"Locality: Tawmaw (Tawhmaw; Taw Maw), Myitkyina-Mogaung District, Kachin State, Myanmar (Burma)"
Clinoenstatite,Mg1.00Si1.00O3,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,10,9.603,8.815,5.162,108.35,414.746,,,monoclinic,P21/c,R070276,"Locality: Synthetic, at 15 GPa and 1600 C by Juergen Konzett"
Kanoite,(Mn2+0.88Ca0.12)Σ=1(Mg0.98Fe3+0.02)Σ=1(Si0.98Al0.02)2O6,0.04,0,0.12,0,0,0,0.98,0.88,0,0,6,0,1.96,0,0,0.02,0,0,0,10,9.711,8.871,5.258,108.48,429.6,,,monoclinic,P21/c,R061134,"Locality: Balmat, St. Lawrence County, New York, USA"
Spodumene,Li1.00(Al0.99Fe3+0.01)Si2.00O6,0.99,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0.01,0,0,0,10,9.4739,8.4006,5.2249,110.16,390.355,,,monoclinic,C2/c,R060039,"Locality: Black Hills, South Dakota, USA"
Spodumene,(Li0.99Na0.01)Al1.00Si2.00O6,1,0,0,0,0,0.99,0,0,0.01,0,6,0,2,0,0,0,0,0,0,10,9.4638,8.3909,5.2178,110.168,388.939,,,monoclinic,C2/c,R040050,"Locality: Minas Gerais, Brazil"
Spodumene,Li1.00Al1.00Si2.00O6,1,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,10,9.4666,8.3916,5.2199,110.17,389.238,,,monoclinic,C2/c,R050252,"Locality: Minas Gerais, Brazil"
