mineral,Ca,Co2+,Fe2+,Mg,Mn2+,Ni,Zn,O,Si,a,b,c,V,space group,reference
Tephroite,0,0,0.584,0,1.416,0,0,4,1,4.8734,10.5991,6.1982,320.16,Pbnm,Physics and Chemistry of Minerals 15 (1987) 54-58
Kirschsteinite,1,0,0.69,0.31,0,0,0,4,1,4.875,11.164,6.447,350.875,Pbnm,European Journal of Mineralogy 9 (1997) 969-973
Kirschsteinite,1,0,0.77,0.22,0,0,0,4,1,4.877,11.166,6.448,351.136,Pbnm,European Journal of Mineralogy 9 (1997) 969-973
Tephroite,0,0,0.6,0,1.4,0,0,4,1,4.8789,10.60587,6.20468,321.061,Pbnm,Mineralogical Magazine 62 (1998) 607-615
Tephroite,0,0,0,0.17,1.83,0,0,4,1,4.879,10.589,6.234,322.072,Pbnm,American Mineralogist 65 (1980) 1263-1269
Tephroite,0.013,0,0.026,0.181,1.78,0,0,4,1,4.88,10.586,6.234,322,Pbnm,American Mineralogist 70 (1985) 568-575
Tephroite,0,0,0,0,2,0,0,4,1,4.894,10.61,6.259,325.001,Pbnm,Geokhimiya 7 (1984) 1047-1055
Tephroite,0,0,0.18,0,1.82,0,0,4,1,4.896,10.603,6.241,324,Pbnm,American Mineralogist 69 (1984) 1110-1115
Tephroite,0,0,0,0,2,0,0,4,1,4.8968,10.59,6.25,324.1,Pbnm,Mineralogical Magazine 35 (1966) 742-755
Tephroite,0,0,0,0,2,0,0,4,1,4.9023,10.5964,6.2567,325.015,Pbnm,Acta Crystallographica B37 (1981) 513-518
Tephroite,0,0,0,0,2,0,0,4,1,4.90338,10.60016,6.25753,325.246,Pbnm,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,0,2,0,0,4,1,4.90338,10.60016,6.25753,325.245,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,0,2,0,0,4,1,4.90338,10.60016,6.25753,325.245,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,0,2,0,0,4,1,4.9042,10.597,6.2545,325.045,Pbnm,Journal of Crystal Growth 34 (1976) 125-131
Kirschsteinite,1.217,0,0.783,0,0,0,0,4,1,4.906,11.206,6.485,356.523,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Tephroite,0,0,0,0,2,0,0,4,1,4.906,10.598,6.255,325.2,Pbnm,American Mineralogist 70 (1985) 568-575
Kirschsteinite,0.998,0,1.002,0,0,0,0,4,1,4.91,11.126,6.457,352.737,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Glaucochroite,0.98,0,0,0.1,0.87,0,0.05,4,1,4.913,11.151,6.488,355.444,Pbnm,American Mineralogist 63 (1978) 365-377
Kirschsteinite,1.104,0,0.896,0,0,0,0,4,1,4.922,11.202,6.489,357.779,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Calcio-olivine,2,0,0,0,0,0,0,4,1,5.07389,11.21128,6.7534,384.166,Pbnm,Crystallography Reports 53 (2008) 404-408
Calcio-olivine,2,0,0,0,0,0,0,4,1,5.081,11.224,6.778,386.544,Pbnm,Cement and Concrete Research 10 (1980) 139-144
